game_id,side,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win
20165618b,b,5618,2016,Final Four,Championship,1,2016 North Carolina,2,2016 Villanova,74,77,-3,151,0
20171101b,b,1101,2017,East,First Round,16,2017 Mount St. Mary's,1,2017 Villanova,56,76,-20,132,0
20171102b,b,1102,2017,East,First Round,9,2017 Virginia Tech,8,2017 Wisconsin,74,84,-10,158,0
20171103b,b,1103,2017,East,First Round,12,2017 UNC Wilmington,5,2017 Virginia,71,76,-5,147,0
20171104b,b,1104,2017,East,First Round,13,2017 East Tennessee St.,4,2017 Florida,65,80,-15,145,0
20171105b,b,1105,2017,East,First Round,11,2017 USC,6,2017 SMU,66,65,1,131,1
20171106b,b,1106,2017,East,First Round,14,2017 New Mexico St.,3,2017 Baylor,73,91,-18,164,0
20171107b,b,1107,2017,East,First Round,10,2017 Marquette,7,2017 South Carolina,73,93,-20,166,0
20171108b,b,1108,2017,East,First Round,15,2017 Troy,2,2017 Duke,65,87,-22,152,0
20171201b,b,1201,2017,West,First Round,16,2017 South Dakota St.,1,2017 Gonzaga,46,66,-20,112,0
20171202b,b,1202,2017,West,First Round,9,2017 Vanderbilt,8,2017 Northwestern,66,68,-2,134,0
20171203b,b,1203,2017,West,First Round,12,2017 Princeton,5,2017 Notre Dame,58,60,-2,118,0
20171204b,b,1204,2017,West,First Round,13,2017 Bucknell,4,2017 West Virginia,80,86,-6,166,0
20171205b,b,1205,2017,West,First Round,11,2017 Xavier,6,2017 Maryland,76,65,11,141,1
20171206b,b,1206,2017,West,First Round,14,2017 Florida Gulf Coast,3,2017 Florida St.,80,86,-6,166,0
20171207b,b,1207,2017,West,First Round,10,2017 VCU,7,2017 Saint Mary's,77,85,-8,162,0
20171208b,b,1208,2017,West,First Round,15,2017 North Dakota,2,2017 Arizona,82,100,-18,182,0
20171301b,b,1301,2017,Midwest,First Round,16,2017 UC Davis,1,2017 Kansas,62,100,-38,162,0
20171302b,b,1302,2017,Midwest,First Round,9,2017 Michigan St.,8,2017 Miami FL,78,58,20,136,1
20171303b,b,1303,2017,Midwest,First Round,12,2017 Nevada,5,2017 Iowa St.,73,84,-11,157,0
20171304b,b,1304,2017,Midwest,First Round,13,2017 Vermont,4,2017 Purdue,70,80,-10,150,0
20171305b,b,1305,2017,Midwest,First Round,11,2017 Rhode Island,6,2017 Creighton,84,72,12,156,1
20171306b,b,1306,2017,Midwest,First Round,14,2017 Iona,3,2017 Oregon,77,93,-16,170,0
20171307b,b,1307,2017,Midwest,First Round,10,2017 Oklahoma St.,7,2017 Michigan,91,92,-1,183,0
20171308b,b,1308,2017,Midwest,First Round,15,2017 Jacksonville St.,2,2017 Louisville,63,78,-15,141,0
20171401b,b,1401,2017,South,First Round,16,2017 Texas Southern,1,2017 North Carolina,64,103,-39,167,0
20171402b,b,1402,2017,South,First Round,9,2017 Seton Hall,8,2017 Arkansas,71,77,-6,148,0
20171403b,b,1403,2017,South,First Round,12,2017 Middle Tennessee,5,2017 Minnesota,81,72,9,153,1
20171404b,b,1404,2017,South,First Round,13,2017 Winthrop,4,2017 Butler,64,76,-12,140,0
20171405b,b,1405,2017,South,First Round,11,2017 Kansas St.,6,2017 Cincinnati,61,75,-14,136,0
20171406b,b,1406,2017,South,First Round,14,2017 Kent St.,3,2017 UCLA,80,97,-17,177,0
20171407b,b,1407,2017,South,First Round,10,2017 Wichita St.,7,2017 Dayton,64,58,6,122,1
20171408b,b,1408,2017,South,First Round,15,2017 Northern Kentucky,2,2017 Kentucky,70,79,-9,149,0
20172109b,b,2109,2017,East,Second Round,8,2017 Wisconsin,1,2017 Villanova,65,62,3,127,1
20172110b,b,2110,2017,East,Second Round,4,2017 Florida,5,2017 Virginia,65,39,26,104,1
20172111b,b,2111,2017,East,Second Round,3,2017 Baylor,11,2017 USC,82,78,4,160,1
20172112b,b,2112,2017,East,Second Round,2,2017 Duke,7,2017 South Carolina,81,88,-7,169,0
20172209b,b,2209,2017,West,Second Round,8,2017 Northwestern,1,2017 Gonzaga,73,79,-6,152,0
20172210b,b,2210,2017,West,Second Round,4,2017 West Virginia,5,2017 Notre Dame,83,71,12,154,1
20172211b,b,2211,2017,West,Second Round,3,2017 Florida St.,11,2017 Xavier,66,91,-25,157,0
20172212b,b,2212,2017,West,Second Round,2,2017 Arizona,7,2017 Saint Mary's,69,60,9,129,1
20172309b,b,2309,2017,Midwest,Second Round,9,2017 Michigan St.,1,2017 Kansas,70,90,-20,160,0
20172310b,b,2310,2017,Midwest,Second Round,4,2017 Purdue,5,2017 Iowa St.,80,76,4,156,1
20172311b,b,2311,2017,Midwest,Second Round,3,2017 Oregon,11,2017 Rhode Island,75,72,3,147,1
20172312b,b,2312,2017,Midwest,Second Round,2,2017 Louisville,7,2017 Michigan,69,73,-4,142,0
20172409b,b,2409,2017,South,Second Round,8,2017 Arkansas,1,2017 North Carolina,65,72,-7,137,0
20172410b,b,2410,2017,South,Second Round,4,2017 Butler,12,2017 Middle Tennessee,74,65,9,139,1
20172411b,b,2411,2017,South,Second Round,3,2017 UCLA,6,2017 Cincinnati,79,67,12,146,1
20172412b,b,2412,2017,South,Second Round,2,2017 Kentucky,10,2017 Wichita St.,65,62,3,127,1
20173113b,b,3113,2017,East,Sweet 16,4,2017 Florida,8,2017 Wisconsin,84,83,1,167,1
20173113b,b,3113,2017,East,Sweet 16,7,2017 South Carolina,3,2017 Baylor,70,50,20,120,1
20173213b,b,3213,2017,West,Sweet 16,4,2017 West Virginia,1,2017 Gonzaga,58,61,-3,119,0
20173214b,b,3214,2017,West,Sweet 16,2,2017 Arizona,11,2017 Xavier,71,73,-2,144,0
20173313b,b,3313,2017,Midwest,Sweet 16,4,2017 Purdue,1,2017 Kansas,66,98,-32,164,0
20173314b,b,3314,2017,Midwest,Sweet 16,7,2017 Michigan,3,2017 Oregon,68,69,-1,137,0
20173413b,b,3413,2017,South,Sweet 16,4,2017 Butler,1,2017 North Carolina,80,92,-12,172,0
20173414b,b,3414,2017,South,Sweet 16,2,2017 Kentucky,3,2017 UCLA,86,75,11,161,1
20174115b,b,4115,2017,East,Elite Eight,7,2017 South Carolina,4,2017 Florida,77,70,7,147,1
20174215b,b,4215,2017,West,Elite Eight,11,2017 Xavier,1,2017 Gonzaga,59,83,-24,142,0
20174315b,b,4315,2017,Midwest,Elite Eight,3,2017 Oregon,1,2017 Kansas,74,60,14,134,1
20174415b,b,4415,2017,South,Elite Eight,2,2017 Kentucky,1,2017 North Carolina,73,75,-2,148,0
20175516b,b,5516,2017,Final Four,Final Four,1,2017 Gonzaga,7,2017 South Carolina,77,73,4,150,1
20175517b,b,5517,2017,Final Four,Final Four,1,2017 North Carolina,3,2017 Oregon,77,76,1,153,1
20175618b,b,5618,2017,Final Four,Championship,1,2017 North Carolina,1,2017 Gonzaga,71,65,6,136,1
20181102b,b,1102,2018,South,First Round,9,2018 Kansas St.,8,2018 Creighton,69,59,10,128,1
20181103b,b,1103,2018,South,First Round,12,2018 Davidson,5,2018 Kentucky,73,78,-5,151,0
20181104b,b,1104,2018,South,First Round,13,2018 Buffalo,4,2018 Arizona,89,68,21,157,1
20181105b,b,1105,2018,South,First Round,11,2018 Loyola Chicago,6,2018 Miami FL,64,62,2,126,1
20181106b,b,1106,2018,South,First Round,14,2018 Wright St.,3,2018 Tennessee,47,73,-26,120,0
20181107b,b,1107,2018,South,First Round,10,2018 Texas,7,2018 Nevada,83,87,-4,170,0
20181108b,b,1108,2018,South,First Round,15,2018 Georgia St.,2,2018 Cincinnati,53,68,-15,121,0
20181201b,b,1201,2018,West,First Round,16,2018 Texas Southern,1,2018 Xavier,83,102,-19,185,0
20181202b,b,1202,2018,West,First Round,9,2018 Florida St.,8,2018 Missouri,67,54,13,121,1
20181203b,b,1203,2018,West,First Round,12,2018 South Dakota St.,5,2018 Ohio St.,73,81,-8,154,0
20181204b,b,1204,2018,West,First Round,13,2018 UNC Greensboro,4,2018 Gonzaga,64,68,-4,132,0
20181205b,b,1205,2018,West,First Round,11,2018 San Diego St.,6,2018 Houston,65,67,-2,132,0
20181206b,b,1206,2018,West,First Round,14,2018 Montana,3,2018 Michigan,47,61,-14,108,0
20181207b,b,1207,2018,West,First Round,10,2018 Providence,7,2018 Texas A&M,69,73,-4,142,0
20181208b,b,1208,2018,West,First Round,15,2018 Lipscomb,2,2018 North Carolina,66,84,-18,150,0
20181301b,b,1301,2018,East,First Round,16,2018 Radford,1,2018 Villanova,61,87,-26,148,0
20181302b,b,1302,2018,East,First Round,9,2018 Alabama,8,2018 Virginia Tech,86,83,3,169,1
20181303b,b,1303,2018,East,First Round,12,2018 Murray St.,5,2018 West Virginia,68,85,-17,153,0
20181304b,b,1304,2018,East,First Round,13,2018 Marshall,4,2018 Wichita St.,81,75,6,156,1
20181305b,b,1305,2018,East,First Round,11,2018 St. Bonaventure,6,2018 Florida,62,77,-15,139,0
20181306b,b,1306,2018,East,First Round,14,2018 Stephen F. Austin,3,2018 Texas Tech,60,70,-10,130,0
20181307b,b,1307,2018,East,First Round,10,2018 Butler,7,2018 Arkansas,79,62,17,141,1
20181308b,b,1308,2018,East,First Round,15,2018 Cal St. Fullerton,2,2018 Purdue,48,74,-26,122,0
20181401b,b,1401,2018,Midwest,First Round,16,2018 Penn,1,2018 Kansas,60,76,-16,136,0
20181402b,b,1402,2018,Midwest,First Round,9,2018 NC St.,8,2018 Seton Hall,83,94,-11,177,0
20181403b,b,1403,2018,Midwest,First Round,12,2018 New Mexico St.,5,2018 Clemson,68,79,-11,147,0
20181404b,b,1404,2018,Midwest,First Round,13,2018 Charleston,4,2018 Auburn,58,62,-4,120,0
20181405b,b,1405,2018,Midwest,First Round,11,2018 Syracuse,6,2018 TCU,57,52,5,109,1
20181406b,b,1406,2018,Midwest,First Round,14,2018 Bucknell,3,2018 Michigan St.,78,82,-4,160,0
20181407b,b,1407,2018,Midwest,First Round,10,2018 Oklahoma,7,2018 Rhode Island,78,83,-5,161,0
20181408b,b,1408,2018,Midwest,First Round,15,2018 Iona,2,2018 Duke,67,89,-22,156,0
20182109b,b,2109,2018,South,Second Round,9,2018 Kansas St.,16,2018 UMBC,50,43,7,93,1
20182110b,b,2110,2018,South,Second Round,13,2018 Buffalo,5,2018 Kentucky,75,95,-20,170,0
20182111b,b,2111,2018,South,Second Round,3,2018 Tennessee,11,2018 Loyola Chicago,62,63,-1,125,0
20182112b,b,2112,2018,South,Second Round,2,2018 Cincinnati,7,2018 Nevada,73,75,-2,148,0
20182209b,b,2209,2018,West,Second Round,9,2018 Florida St.,1,2018 Xavier,75,70,5,145,1
20182210b,b,2210,2018,West,Second Round,4,2018 Gonzaga,5,2018 Ohio St.,90,84,6,174,1
20182211b,b,2211,2018,West,Second Round,3,2018 Michigan,6,2018 Houston,64,63,1,127,1
20182212b,b,2212,2018,West,Second Round,2,2018 North Carolina,7,2018 Texas A&M,65,86,-21,151,0
20182309b,b,2309,2018,East,Second Round,9,2018 Alabama,1,2018 Villanova,58,81,-23,139,0
20182310b,b,2310,2018,East,Second Round,13,2018 Marshall,5,2018 West Virginia,71,94,-23,165,0
20182311b,b,2311,2018,East,Second Round,3,2018 Texas Tech,6,2018 Florida,69,66,3,135,1
20182312b,b,2312,2018,East,Second Round,2,2018 Purdue,10,2018 Butler,76,73,3,149,1
20182409b,b,2409,2018,Midwest,Second Round,8,2018 Seton Hall,1,2018 Kansas,79,83,-4,162,0
20182410b,b,2410,2018,Midwest,Second Round,4,2018 Auburn,5,2018 Clemson,53,84,-31,137,0
20182411b,b,2411,2018,Midwest,Second Round,3,2018 Michigan St.,11,2018 Syracuse,53,55,-2,108,0
20182412b,b,2412,2018,Midwest,Second Round,2,2018 Duke,7,2018 Rhode Island,87,62,25,149,1
20183113b,b,3113,2018,South,Sweet 16,5,2018 Kentucky,9,2018 Kansas St.,58,61,-3,119,0
20183113b,b,3113,2018,South,Sweet 16,7,2018 Nevada,11,2018 Loyola Chicago,68,69,-1,137,0
20183213b,b,3213,2018,West,Sweet 16,4,2018 Gonzaga,9,2018 Florida St.,60,75,-15,135,0
20183214b,b,3214,2018,West,Sweet 16,7,2018 Texas A&M,3,2018 Michigan,72,99,-27,171,0
20183313b,b,3313,2018,East,Sweet 16,5,2018 West Virginia,1,2018 Villanova,78,90,-12,168,0
20183314b,b,3314,2018,East,Sweet 16,2,2018 Purdue,3,2018 Texas Tech,65,78,-13,143,0
20183413b,b,3413,2018,Midwest,Sweet 16,5,2018 Clemson,1,2018 Kansas,76,80,-4,156,0
20183414b,b,3414,2018,Midwest,Sweet 16,2,2018 Duke,11,2018 Syracuse,69,65,4,134,1
20184115b,b,4115,2018,South,Elite Eight,11,2018 Loyola Chicago,9,2018 Kansas St.,78,62,16,140,1
20184215b,b,4215,2018,West,Elite Eight,3,2018 Michigan,9,2018 Florida St.,58,54,4,112,1
20184315b,b,4315,2018,East,Elite Eight,3,2018 Texas Tech,1,2018 Villanova,59,71,-12,130,0
20184415b,b,4415,2018,Midwest,Elite Eight,2,2018 Duke,1,2018 Kansas,81,85,-4,166,0
20185516b,b,5516,2018,Final Four,Final Four,3,2018 Michigan,11,2018 Loyola Chicago,69,57,12,126,1
20185517b,b,5517,2018,Final Four,Final Four,1,2018 Kansas,1,2018 Villanova,79,95,-16,174,0
20185618b,b,5618,2018,Final Four,Championship,1,2018 Villanova,3,2018 Michigan,79,62,17,141,1
20191101b,b,1101,2019,East,First Round,16,2019 North Dakota St.,1,2019 Duke,62,85,-23,147,0
20191102b,b,1102,2019,East,First Round,9,2019 UCF,8,2019 VCU,73,58,15,131,1
20191103b,b,1103,2019,East,First Round,12,2019 Liberty,5,2019 Mississippi St.,80,76,4,156,1
20191104b,b,1104,2019,East,First Round,13,2019 Saint Louis,4,2019 Virginia Tech,52,66,-14,118,0
20191105b,b,1105,2019,East,First Round,11,2019 Belmont,6,2019 Maryland,77,79,-2,156,0
20191106b,b,1106,2019,East,First Round,14,2019 Yale,3,2019 LSU,74,79,-5,153,0
20191107b,b,1107,2019,East,First Round,10,2019 Minnesota,7,2019 Louisville,86,76,10,162,1
20191108b,b,1108,2019,East,First Round,15,2019 Bradley,2,2019 Michigan St.,65,76,-11,141,0
20191201b,b,1201,2019,West,First Round,16,2019 Fairleigh Dickinson,1,2019 Gonzaga,49,87,-38,136,0
20191202b,b,1202,2019,West,First Round,9,2019 Baylor,8,2019 Syracuse,78,69,9,147,1
20191203b,b,1203,2019,West,First Round,12,2019 Murray St.,5,2019 Marquette,83,64,19,147,1
20191204b,b,1204,2019,West,First Round,13,2019 Vermont,4,2019 Florida St.,79,76,3,155,1
20191205b,b,1205,2019,West,First Round,11,2019 Arizona St.,6,2019 Buffalo,74,91,-17,165,0
20191206b,b,1206,2019,West,First Round,14,2019 Northern Kentucky,3,2019 Texas Tech,57,72,-15,129,0
20191207b,b,1207,2019,West,First Round,10,2019 Florida,7,2019 Nevada,70,61,9,131,1
20191208b,b,1208,2019,West,First Round,15,2019 Montana,2,2019 Michigan,55,74,-19,129,0
20191301b,b,1301,2019,South,First Round,16,2019 Gardner Webb,1,2019 Virginia,56,71,-15,127,0
20191302b,b,1302,2019,South,First Round,9,2019 Oklahoma,8,2019 Mississippi,95,72,23,167,1
20191303b,b,1303,2019,South,First Round,12,2019 Oregon,5,2019 Wisconsin,72,54,18,126,1
20191304b,b,1304,2019,South,First Round,13,2019 UC Irvine,4,2019 Kansas St.,70,64,6,134,1
20191305b,b,1305,2019,South,First Round,11,2019 Saint Mary's,6,2019 Villanova,57,61,-4,118,0
20191306b,b,1306,2019,South,First Round,14,2019 Old Dominion,3,2019 Purdue,48,61,-13,109,0
20191307b,b,1307,2019,South,First Round,10,2019 Iowa,7,2019 Cincinnati,79,72,7,151,1
20191308b,b,1308,2019,South,First Round,15,2019 Colgate,2,2019 Tennessee,70,77,-7,147,0
20191401b,b,1401,2019,Midwest,First Round,16,2019 Iona,1,2019 North Carolina,73,88,-15,161,0
20191402b,b,1402,2019,Midwest,First Round,9,2019 Washington,8,2019 Utah St.,78,61,17,139,1
20191403b,b,1403,2019,Midwest,First Round,12,2019 New Mexico St.,5,2019 Auburn,77,78,-1,155,0
20191404b,b,1404,2019,Midwest,First Round,13,2019 Northeastern,4,2019 Kansas,53,87,-34,140,0
20191405b,b,1405,2019,Midwest,First Round,11,2019 Ohio St.,6,2019 Iowa St.,62,59,3,121,1
20191406b,b,1406,2019,Midwest,First Round,14,2019 Georgia St.,3,2019 Houston,55,84,-29,139,0
20191407b,b,1407,2019,Midwest,First Round,10,2019 Seton Hall,7,2019 Wofford,68,84,-16,152,0
20191408b,b,1408,2019,Midwest,First Round,15,2019 Abilene Christian,2,2019 Kentucky,44,79,-35,123,0
20192109b,b,2109,2019,East,Second Round,9,2019 UCF,1,2019 Duke,76,77,-1,153,0
20192110b,b,2110,2019,East,Second Round,4,2019 Virginia Tech,12,2019 Liberty,67,58,9,125,1
20192111b,b,2111,2019,East,Second Round,3,2019 LSU,6,2019 Maryland,69,67,2,136,1
20192112b,b,2112,2019,East,Second Round,2,2019 Michigan St.,10,2019 Minnesota,70,50,20,120,1
20192209b,b,2209,2019,West,Second Round,9,2019 Baylor,1,2019 Gonzaga,71,83,-12,154,0
20192210b,b,2210,2019,West,Second Round,4,2019 Florida St.,12,2019 Murray St.,90,62,28,152,1
20192211b,b,2211,2019,West,Second Round,3,2019 Texas Tech,6,2019 Buffalo,78,58,20,136,1
20192212b,b,2212,2019,West,Second Round,2,2019 Michigan,10,2019 Florida,64,49,15,113,1
20192309b,b,2309,2019,South,Second Round,9,2019 Oklahoma,1,2019 Virginia,51,63,-12,114,0
20192310b,b,2310,2019,South,Second Round,13,2019 UC Irvine,12,2019 Oregon,54,73,-19,127,0
20192311b,b,2311,2019,South,Second Round,3,2019 Purdue,6,2019 Villanova,87,61,26,148,1
20192312b,b,2312,2019,South,Second Round,2,2019 Tennessee,10,2019 Iowa,83,77,6,160,1
20192409b,b,2409,2019,Midwest,Second Round,9,2019 Washington,1,2019 North Carolina,59,81,-22,140,0
20192410b,b,2410,2019,Midwest,Second Round,4,2019 Kansas,5,2019 Auburn,75,89,-14,164,0
20192411b,b,2411,2019,Midwest,Second Round,3,2019 Houston,11,2019 Ohio St.,74,59,15,133,1
20192412b,b,2412,2019,Midwest,Second Round,2,2019 Kentucky,7,2019 Wofford,62,56,6,118,1
20193113b,b,3113,2019,East,Sweet 16,4,2019 Virginia Tech,1,2019 Duke,73,75,-2,148,0
20193113b,b,3113,2019,East,Sweet 16,2,2019 Michigan St.,3,2019 LSU,80,63,17,143,1
20193213b,b,3213,2019,West,Sweet 16,4,2019 Florida St.,1,2019 Gonzaga,58,72,-14,130,0
20193214b,b,3214,2019,West,Sweet 16,2,2019 Michigan,3,2019 Texas Tech,44,63,-19,107,0
20193313b,b,3313,2019,South,Sweet 16,12,2019 Oregon,1,2019 Virginia,49,53,-4,102,0
20193314b,b,3314,2019,South,Sweet 16,2,2019 Tennessee,3,2019 Purdue,94,99,-5,193,0
20193413b,b,3413,2019,Midwest,Sweet 16,5,2019 Auburn,1,2019 North Carolina,97,80,17,177,1
20193414b,b,3414,2019,Midwest,Sweet 16,2,2019 Kentucky,3,2019 Houston,62,58,4,120,1
20194115b,b,4115,2019,East,Elite Eight,2,2019 Michigan St.,1,2019 Duke,68,67,1,135,1
20194215b,b,4215,2019,West,Elite Eight,3,2019 Texas Tech,1,2019 Gonzaga,75,69,6,144,1
20194315b,b,4315,2019,South,Elite Eight,3,2019 Purdue,1,2019 Virginia,75,80,-5,155,0
20194415b,b,4415,2019,Midwest,Elite Eight,2,2019 Kentucky,5,2019 Auburn,71,77,-6,148,0
20195516b,b,5516,2019,Final Four,Final Four,3,2019 Texas Tech,2,2019 Michigan St.,61,51,10,112,1
20195517b,b,5517,2019,Final Four,Final Four,5,2019 Auburn,1,2019 Virginia,62,63,-1,125,0
20195618b,b,5618,2019,Final Four,Championship,1,2019 Virginia,3,2019 Texas Tech,85,77,8,162,1
20211101b,b,1101,2021,West,First Round,16,2021 Norfolk St.,1,2021 Gonzaga,55,98,-43,153,0
20211102b,b,1102,2021,West,First Round,9,2021 Missouri,8,2021 Oklahoma,68,72,-4,140,0
20211103b,b,1103,2021,West,First Round,12,2021 UC Santa Barbara,5,2021 Creighton,62,63,-1,125,0
20211104b,b,1104,2021,West,First Round,13,2021 Ohio,4,2021 Virginia,62,58,4,120,1
20211105b,b,1105,2021,West,First Round,11,2021 Drake,6,2021 USC,56,72,-16,128,0
20211106b,b,1106,2021,West,First Round,14,2021 Eastern Washington,3,2021 Kansas,84,83,1,167,1
20211108b,b,1108,2021,West,First Round,15,2021 Grand Canyon,2,2021 Iowa,74,86,-12,160,0
20211201b,b,1201,2021,East,First Round,16,2021 Texas Southern,1,2021 Michigan,66,82,-16,148,0
20211202b,b,1202,2021,East,First Round,9,2021 St. Bonaventure,8,2021 LSU,61,76,-15,137,0
20211203b,b,1203,2021,East,First Round,12,2021 Georgetown,5,2021 Colorado,73,96,-23,169,0
20211204b,b,1204,2021,East,First Round,13,2021 UNC Greensboro,4,2021 Florida St.,54,64,-10,118,0
20211205b,b,1205,2021,East,First Round,11,2021 UCLA,6,2021 BYU,73,62,11,135,1
20211206b,b,1206,2021,East,First Round,14,2021 Abilene Christian,3,2021 Texas,53,52,1,105,1
20211207b,b,1207,2021,East,First Round,10,2021 Maryland,7,2021 Connecticut,63,54,9,117,1
20211208b,b,1208,2021,East,First Round,15,2021 Iona,2,2021 Alabama,55,68,-13,123,0
20211301b,b,1301,2021,South,First Round,16,2021 Hartford,1,2021 Baylor,55,79,-24,134,0
20211302b,b,1302,2021,South,First Round,9,2021 Wisconsin,8,2021 North Carolina,85,62,23,147,1
20211303b,b,1303,2021,South,First Round,12,2021 Winthrop,5,2021 Villanova,63,73,-10,136,0
20211304b,b,1304,2021,South,First Round,13,2021 North Texas,4,2021 Purdue,78,69,9,147,1
20211305b,b,1305,2021,South,First Round,11,2021 Utah St.,6,2021 Texas Tech,53,65,-12,118,0
20211306b,b,1306,2021,South,First Round,14,2021 Colgate,3,2021 Arkansas,68,85,-17,153,0
20211307b,b,1307,2021,South,First Round,10,2021 Virginia Tech,7,2021 Florida,70,75,-5,145,0
20211308b,b,1308,2021,South,First Round,15,2021 Oral Roberts,2,2021 Ohio St.,75,72,3,147,1
20211401b,b,1401,2021,Midwest,First Round,16,2021 Drexel,1,2021 Illinois,49,78,-29,127,0
20211402b,b,1402,2021,Midwest,First Round,9,2021 Georgia Tech,8,2021 Loyola Chicago,60,71,-11,131,0
20211403b,b,1403,2021,Midwest,First Round,12,2021 Oregon St.,5,2021 Tennessee,70,56,14,126,1
20211404b,b,1404,2021,Midwest,First Round,13,2021 Liberty,4,2021 Oklahoma St.,60,69,-9,129,0
20211405b,b,1405,2021,Midwest,First Round,11,2021 Syracuse,6,2021 San Diego St.,78,62,16,140,1
20211406b,b,1406,2021,Midwest,First Round,14,2021 Morehead St.,3,2021 West Virginia,67,84,-17,151,0
20211407b,b,1407,2021,Midwest,First Round,10,2021 Rutgers,7,2021 Clemson,60,56,4,116,1
20211408b,b,1408,2021,Midwest,First Round,15,2021 Cleveland St.,2,2021 Houston,56,87,-31,143,0
20212109b,b,2109,2021,West,Second Round,8,2021 Oklahoma,1,2021 Gonzaga,71,87,-16,158,0
20212110b,b,2110,2021,West,Second Round,13,2021 Ohio,5,2021 Creighton,58,72,-14,130,0
20212111b,b,2111,2021,West,Second Round,3,2021 Kansas,6,2021 USC,51,85,-34,136,0
20212112b,b,2112,2021,West,Second Round,2,2021 Iowa,7,2021 Oregon,80,95,-15,175,0
20212209b,b,2209,2021,East,Second Round,8,2021 LSU,1,2021 Michigan,76,86,-10,162,0
20212210b,b,2210,2021,East,Second Round,4,2021 Florida St.,5,2021 Colorado,71,53,18,124,1
20212211b,b,2211,2021,East,Second Round,14,2021 Abilene Christian,11,2021 UCLA,47,67,-20,114,0
20212212b,b,2212,2021,East,Second Round,2,2021 Alabama,10,2021 Maryland,96,77,19,173,1
20212309b,b,2309,2021,South,Second Round,9,2021 Wisconsin,1,2021 Baylor,63,76,-13,139,0
20212310b,b,2310,2021,South,Second Round,13,2021 North Texas,5,2021 Villanova,61,84,-23,145,0
20212311b,b,2311,2021,South,Second Round,3,2021 Arkansas,6,2021 Texas Tech,68,66,2,134,1
20212312b,b,2312,2021,South,Second Round,15,2021 Oral Roberts,7,2021 Florida,81,78,3,159,1
20212409b,b,2409,2021,Midwest,Second Round,8,2021 Loyola Chicago,1,2021 Illinois,71,58,13,129,1
20212410b,b,2410,2021,Midwest,Second Round,4,2021 Oklahoma St.,12,2021 Oregon St.,70,80,-10,150,0
20212411b,b,2411,2021,Midwest,Second Round,3,2021 West Virginia,11,2021 Syracuse,72,75,-3,147,0
20212412b,b,2412,2021,Midwest,Second Round,2,2021 Houston,10,2021 Rutgers,63,60,3,123,1
20213113b,b,3113,2021,West,Sweet 16,5,2021 Creighton,1,2021 Gonzaga,65,83,-18,148,0
20213113b,b,3113,2021,West,Sweet 16,7,2021 Oregon,6,2021 USC,68,82,-14,150,0
20213213b,b,3213,2021,East,Sweet 16,4,2021 Florida St.,1,2021 Michigan,58,76,-18,134,0
20213214b,b,3214,2021,East,Sweet 16,2,2021 Alabama,11,2021 UCLA,78,88,-10,166,0
20213313b,b,3313,2021,South,Sweet 16,5,2021 Villanova,1,2021 Baylor,51,62,-11,113,0
20213314b,b,3314,2021,South,Sweet 16,15,2021 Oral Roberts,3,2021 Arkansas,70,72,-2,142,0
20213413b,b,3413,2021,Midwest,Sweet 16,12,2021 Oregon St.,8,2021 Loyola Chicago,65,58,7,123,1
20213414b,b,3414,2021,Midwest,Sweet 16,2,2021 Houston,11,2021 Syracuse,62,46,16,108,1
20214115b,b,4115,2021,West,Elite Eight,6,2021 USC,1,2021 Gonzaga,66,85,-19,151,0
20214215b,b,4215,2021,East,Elite Eight,11,2021 UCLA,1,2021 Michigan,51,49,2,100,1
20214315b,b,4315,2021,South,Elite Eight,3,2021 Arkansas,1,2021 Baylor,72,81,-9,153,0
20214415b,b,4415,2021,Midwest,Elite Eight,2,2021 Houston,12,2021 Oregon St.,67,61,6,128,1
20215516b,b,5516,2021,Final Four,Final Four,11,2021 UCLA,1,2021 Gonzaga,90,93,-3,183,0
20215517b,b,5517,2021,Final Four,Final Four,2,2021 Houston,1,2021 Baylor,59,78,-19,137,0
20215618b,b,5618,2021,Final Four,Championship,1,2021 Baylor,1,2021 Gonzaga,86,70,16,156,1
20221101b,b,1101,2022,West,First Round,16,2022 Georgia St.,1,2022 Gonzaga,72,93,-21,165,0
20221102b,b,1102,2022,West,First Round,9,2022 Memphis,8,2022 Boise St.,64,53,11,117,1
20221103b,b,1103,2022,West,First Round,12,2022 New Mexico St.,5,2022 Connecticut,70,63,7,133,1
20221104b,b,1104,2022,West,First Round,13,2022 Vermont,4,2022 Arkansas,71,75,-4,146,0
20221105b,b,1105,2022,West,First Round,11,2022 Notre Dame,6,2022 Alabama,78,64,14,142,1
20221106b,b,1106,2022,West,First Round,14,2022 Montana St.,3,2022 Texas Tech,62,97,-35,159,0
20221107b,b,1107,2022,West,First Round,10,2022 Davidson,7,2022 Michigan St.,73,74,-1,147,0
20221108b,b,1108,2022,West,First Round,15,2022 Cal St. Fullerton,2,2022 Duke,61,78,-17,139,0
20221201b,b,1201,2022,East,First Round,16,2022 Norfolk St.,1,2022 Baylor,49,85,-36,134,0
20221202b,b,1202,2022,East,First Round,9,2022 Marquette,8,2022 North Carolina,63,95,-32,158,0
20221203b,b,1203,2022,East,First Round,12,2022 Indiana,5,2022 Saint Mary's,53,82,-29,135,0
